week,channel,SARS-CoV2/PMMoV x 1000,infA/PMMoV x 1000,infB/PMMoV x 1000,
2022-34,Umeå,2.33991219,NA,NA,
2022-34,Örebro,0.52547265,NA,NA,
2022-34,Ekerö,3.29967202,NA,NA,
2022-35,Uppsala,2.61366502,NA,NA,
2022-35,Östhammar,NA,NA,NA,
2022-35,Tierp,1.72999252,NA,NA,
2022-35,Örebro,1.8998125,NA,NA,
2022-35,Umeå,1.70486407,NA,NA,
2022-35,Kalmar,3.47080046,NA,NA,
2022-36,Uppsala,2.26156061,NA,NA,
2022-36,Östhammar,NA,NA,NA,
2022-36,Tierp,1.73831404,NA,NA,
2022-36,Ekerö,1.47448167,NA,NA,
2022-36,Örebro,2.34297471,NA,NA,
2022-36,Umeå,3.69785774,NA,NA,
2022-36,Kalmar,3.67547896,NA,NA,
2022-37,Uppsala,2.3467176,NA,NA,
2022-37,Östhammar,NA,NA,NA,
2022-37,Tierp,1.25666835,NA,NA,
2022-37,Örebro,1.17634972,NA,NA,
2022-37,Umeå,4.6214682,NA,NA,
2022-37,Kalmar,2.04266674,NA,NA,
2022-38,Uppsala,2.58417867,NA,NA,
2022-38,Östhammar,NA,NA,NA,
2022-38,Tierp,2.00087067,NA,NA,
2022-38,Ekerö,3.69822781,NA,NA,
2022-38,Örebro,1.22281717,NA,NA,
2022-38,Umeå,2.89475127,NA,NA,
2022-38,Kalmar,3.31031619,NA,NA,
2022-39,Uppsala,2.35631541,NA,NA,
2022-38,Östhammar,NA,NA,NA,
2022-38,Tierp,0.75667303,NA,NA,
2022-38,Örebro,1.32434692,NA,NA,
2022-38,Umeå,2.69707696,NA,NA,
2022-38,Kalmar,3.97567133,NA,NA,
2022-40,Uppsala,2.02381323,NA,NA,
2022-40,Östhammar,NA,NA,NA,
2022-40,Tierp,1.28181948,NA,NA,
2022-40,Ekerö,1.96020244,NA,NA,
2022-40,Örebro,1.1974306,NA,NA,
2022-40,Umeå,3.30291523,NA,NA,
2022-40,Kalmar,4.2678344,NA,NA,
2022-41,Uppsala,1.26623669,NA,NA,
2022-41,Östhammar,NA,NA,NA,
2022-41,Tierp,2.5595897,NA,NA,
2022-41,Örebro,2.98719481,NA,NA,
2022-41,Umeå,1.4500947,NA,NA,
2022-41,Kalmar,2.16736277,NA,NA,
2022-41,Jönköping,0.92272502,NA,NA,
2022-41,Enköping,1.91092006,NA,NA,
2022-42,Uppsala,3.79912832,NA,NA,
2022-42,Östhammar,NA,NA,NA,
2022-42,Tierp,3.54099451,NA,NA,
2022-42,Ekerö,2.37744599,NA,NA,
2022-42,Örebro,1.92339834,NA,NA,
2022-42,Umeå,2.42718406,NA,NA,
2022-42,Kalmar,7.49826706,NA,NA,
2022-42,Jönköping,3.26714661,NA,NA,
2022-43,Uppsala,3.09376597,NA,NA,
2022-43,Östhammar,NA,NA,NA,
2022-43,Tierp,2.27389788,NA,NA,
2022-43,Västerås,1.76658264,NA,NA,
2022-43,Örebro,2.350958,NA,NA,
2022-43,Umeå,4.91117673,NA,NA,
2022-43,Kalmar,6.65438465,NA,NA,
2022-43,Helsingborg,2.08898237,NA,NA,
2022-43,Jönköping,4.14234527,NA,NA,
2022-43,Östersund,3.15098567,NA,NA,
2022-44,Uppsala,3.29969851,NA,NA,
2022-44,Östhammar,NA,NA,NA,
2022-44,Tierp,1.13801223,NA,NA,
2022-44,Ekerö,3.66909661,NA,NA,
2022-44,Västerås,2.36501855,NA,NA,
2022-44,Örebro,1.22743168,NA,NA,
2022-44,Umeå,4.10372584,NA,NA,
2022-44,Kalmar,2.53368808,NA,NA,
2022-44,Helsingborg,3.73337463,NA,NA,
2022-44,Jönköping,2.45386311,NA,NA,
2022-45,Uppsala,2.04238908,NA,NA,
2022-45,Östhammar,NA,NA,NA,
2022-45,Tierp,0.47968725,NA,NA,
2022-45,Västerås,1.12007065,NA,NA,
2022-45,Örebro,0.71018817,NA,NA,
2022-45,Umeå,2.37048298,NA,NA,
2022-45,Kalmar,3.05881483,NA,NA,
2022-45,Helsingborg,1.57098414,NA,NA,
2022-45,Jönköping,3.42941715,NA,NA,
2022-46,Uppsala,3.4765389,NA,NA,
2022-46,Tierp,1.83041624,NA,NA,
2022-46,Älvkarleby,2.78597269,NA,NA,
2022-46,Östhammar,3.54747666,NA,NA,
2022-46,Ekerö,1.05802623,NA,NA,
2022-46,Gävle,3.73978824,NA,NA,
2022-46,Örebro,0.68167906,NA,NA,
2022-46,Umeå,3.1840789,NA,NA,
2022-46,Helsingborg,2.01446838,NA,NA,
2022-46,Jönköping,2.76432189,NA,NA,
2022-46,Västerås,0.77413612,NA,NA,
2022-46,Östersund,1.44717987,NA,NA,
2022-47,Älvkarleby,2.58084936,0,NA,
2022-47,Gävle,3.3322847,0.024091,NA,
2022-47,Helsingborg,1.65264351,0.018603,NA,
2022-47,Jönköping,1.76063422,0.033471,NA,
2022-47,Kalmar,2.85082613,0.021576,NA,
2022-47,Örebro,0.7372937,0,NA,
2022-47,Östersund,3.61640311,0.03801,NA,
2022-47,Östhammar,2.43107653,0,NA,
2022-47,Tierp,1.21810947,0.000805,NA,
2022-47,Umeå,3.96608731,0.028074,NA,
2022-47,Uppsala,4.31577151,0.036082,NA,
2022-47,Västerås,1.25860599,0.004835,NA,
2022-48,Ekerö,4.08367441,NA,NA,
2022-48,Gävle,8.63603042,NA,NA,
2022-48,Helsingborg,4.5638011,NA,NA,
2022-48,Jönköping,4.24006359,NA,NA,
2022-48,Tierp,3.10606153,NA,NA,
2022-48,Umeå,4.76214274,NA,NA,
2022-48,Uppsala,4.34891566,NA,NA,
2022-48,Älvkarleby,6.36147227,NA,NA,
2022-48,Östersund,7.54914251,NA,NA,
2022-48,Östhammar,7.83384008,NA,NA,
2022-48,Kalmar,10.5497601,NA,NA,
2022-49,Gävle,12.0396462,0.053744362,NA,
2022-49,Jönköping,6.76852975,0.019369793,NA,
2022-49,Kalmar,11.648032,0.02398695,NA,
2022-49,Tierp,15.5379345,0.0000,NA,
2022-49,Umeå,7.98789911,0.107958239,NA,
2022-49,Uppsala,9.1251634,0.042081039,NA,
2022-49,Västerås,5.83095185,0.025475812,NA,
2022-49,Älvkarleby,13.9287637,0.059284592,NA,
2022-49,Örebro,5.32285557,NA,NA,
2022-49,Östersund,12.3297877,0.03243166,NA,
2022-49,Östhammar,22.8293707,0.067508671,NA,
2022-50,Uppsala,10.2412494,0.061737034,NA,
2022-50,Tierp,7.82923544,0.071567269,NA,
2022-50,Älvkarleby,13.0368633,0.110254219,NA,
2022-50,Östhammar,26.9558035,0.219838872,NA,
2022-50,Ekerö,17.0743643,0.111934569,NA,
2022-50,Gävle,10.4819812,0.104806664,NA,
2022-50,Örebro,5.57779742,0.050268056,NA,
2022-50,Umeå,8.95882628,0.339449873,NA,
2022-50,Kalmar,4.87503189,NA,NA,
2022-50,Helsingborg,15.135147,0.035084923,NA,
2022-50,Jönköping,10.5610391,0.072001663,NA,
2022-50,Västerås,6.12370286,0.06255657,NA,
2022-50,Östersund,15.2456561,0.040458438,NA,
2022-51,Gävle,8.72474928,NA,NA,
2022-51,Helsingborg,18.5654026,NA,NA,
2022-51,Jönköping,14.9027177,NA,NA,
2022-51,Kalmar,7.29708641,NA,NA,
2022-51,Tierp,12.7030498,NA,NA,
2022-51,Umeå,10.4718847,NA,NA,
2022-51,Uppsala,14.668095,NA,NA,
2022-51,Västerås,9.76030304,NA,NA,
2022-51,Älvkarleby,10.7476467,NA,NA,
2022-51,Örebro,9.18949501,NA,NA,
2022-51,Östersund,25.4305261,NA,NA,
2022-51,Östhammar,61.6723363,NA,NA,
2022-52,Ekerö,16.400446,0.210891,NA,
2022-52,Gävle,12.3025843,0.169095,NA,
2022-52,Helsingborg,15.2826136,1.828743,NA,
2022-52,Jönköping,10.5181664,0.181742,NA,
2022-52,Kalmar,11.0478351,0.205898,NA,
2022-52,Tierp,9.94735837,0.154578,NA,
2022-52,Umeå,19.6735929,0.310046,NA,
2022-52,Uppsala,16.2172475,0.130951,NA,
2022-52,Älvkarleby,19.222346,0.081593,NA,
2022-52,Örebro,15.1951925,0.129962,NA,
2022-52,Östersund,22.1972329,0.340386,NA,
2022-52,Östhammar,17.9065307,0.238967,NA,
2022-52,Västerås,11.2829269,NA,NA,
2023-01,Gävle,6.97374552,NA,NA,
2023-01,Helsingborg,12.7436846,NA,NA,
2023-01,Jönköping,9.00778342,NA,NA,
2023-01,Kalmar,13.3107209,NA,NA,
2023-01,Umeå,4.93163122,NA,NA,
2023-01,Uppsala,10.4485044,NA,NA,
2023-01,Västerås,2.64297073,NA,NA,
2023-01,Älvkarleby,23.504558,NA,NA,
2023-01,Örebro,4.23970033,NA,NA,
2023-01,Östersund,20.2631744,NA,NA,
2023-01,Östhammar,20.3662231,NA,NA,
2023-02,Uppsala,6.77313702,NA,NA,
2023-02,Östhammar,3.30449996,NA,NA,
2023-02,Östersund,6.95263287,NA,NA,
2023-02,Älvkarleby,11.154164,NA,NA,
2023-02,Örebro,5.53168296,NA,NA,
2023-02,Umeå,4.41846044,NA,NA,
2023-02,Gävle,5.8848244,NA,NA,
2023-02,Helsingborg,6.60317566,NA,NA,
2023-02,Västerås,2.10347388,NA,NA,
2023-02,Jönköping,11.3408095,NA,NA,
2023-02,Kalmar,8.79259424,NA,NA,
2023-03,Uppsala,4.01246468,NA,NA,
2023-03,Älvkarleby,11.6909626,NA,NA,
2023-03,Östhammar,0.9230064,NA,NA,
2023-03,Gävle,3.93248542,NA,NA,
2023-03,Göteborg,1.78457641,NA,NA,
2023-03,Örebro,1.40636401,NA,NA,
2023-03,Umeå,1.51192947,NA,NA,
2023-03,Kalmar,3.92609037,NA,NA,
2023-03,Jönköping,1.90485193,NA,NA,
2023-03,Västerås,1.35791272,NA,NA,
2023-03,Östersund,2.90401536,NA,NA,
2023-03,Malmö,2.00411635,NA,NA,
2023-04,Uppsala,1.40809801,NA,NA,
2023-04,Stockholm-Käppala,1.18226679,NA,NA,
2023-04,Östhammar,1.01550132,NA,NA,
2023-04,Göteborg,1.62330479,NA,NA,
2023-04,Kalmar,1.78546719,NA,NA,
2023-04,Helsingborg,2.02408859,NA,NA,
2023-04,Gävle,2.28221503,NA,NA,
2023-04,Älvkarleby,3.04619771,NA,NA,
2023-04,Örebro,1.52134777,NA,NA,
2023-04,Umeå,1.40114003,NA,NA,
2023-04,Jönköping,3.76874374,NA,NA,
2023-04,Västerås,1.07247803,NA,NA,
2023-04,Östersund,1.70327262,NA,NA,
2023-04,Malmö,2.73211278,NA,NA,
2023-05,Uppsala,1.22985093,NA,NA,
2023-05,Gävle,1.25357566,NA,NA,
2023-05,Stockholm-Käppala,2.10857006,NA,NA,
2023-05,Östhammar,0.46927932,NA,NA,
2023-05,Kalmar,2.08006874,NA,NA,
2023-05,Östersund,1.07914438,NA,NA,
2023-05,Älvkarleby,3.09860362,NA,NA,
2023-05,Örebro,0.84485524,NA,NA,
2023-05,Umeå,2.1190905,NA,NA,
2023-05,Helsingborg,2.61494849,NA,NA,
2023-05,Västerås,2.03026225,NA,NA,
2023-05,Malmö,2.17226235,NA,NA,
2023-05,Jönköping,1.98780958,NA,NA,
2023-05,Göteborg,1.85158856,NA,NA,
2023-06,Uppsala,4.32043921,NA,NA,
2023-06,Gävle,0.85689335,NA,NA,
2023-06,Östhammar,5.37442351,NA,NA,
2023-06,Malmö,5.86763276,NA,NA,
2023-06,Stockholm-Käppala,2.08650075,NA,NA,
2023-06,Älvkarleby,5.14575839,NA,NA,
2023-06,Örebro,1.87143937,NA,NA,
2023-06,Umeå,3.12273009,NA,NA,
2023-06,Kalmar,3.37901318,NA,NA,
2023-06,Helsingborg,3.99891347,NA,NA,
2023-06,Jönköping,1.78837826,NA,NA,
2023-06,Västerås,2.32890498,NA,NA,
2023-06,Östersund,2.30462494,NA,NA,
2023-06,Göteborg,2.38169399,NA,NA,
2023-07,Uppsala,3.32453396,NA,NA,
2023-07,Gävle,1.07884416,NA,NA,
2023-07,Stockholm-Käppala,2.69443687,NA,NA,
2023-07,Älvkarleby,1.89467363,NA,NA,
2023-07,Östhammar,4.58877981,NA,NA,
2023-07,Malmö,4.13968472,NA,NA,
2023-07,Örebro,1.53506741,NA,NA,
2023-07,Umeå,3.33239048,NA,NA,
2023-07,Kalmar,2.38715181,NA,NA,
2023-07,Helsingborg,3.0796994,NA,NA,
2023-07,Jönköping,2.98283883,NA,NA,
2023-07,Västerås,2.25791263,NA,NA,
2023-07,Östersund,3.06569894,NA,NA,
2023-07,Göteborg,3.25501685,NA,NA,
2023-08,Uppsala,2.32092234,NA,NA,
2023-08,Östersund,1.39035218,NA,NA,
2023-08,Göteborg,2.14188398,NA,NA,
2023-08,Gävle,1.06517018,NA,NA,
2023-08,Stockholm-Käppala,2.74562319,NA,NA,
2023-08,Älvkarleby,3.64909741,NA,NA,
2023-08,Östhammar,0.42689778,NA,NA,
2023-08,Malmö,1.37166876,NA,NA,
2023-08,Örebro,0.73446772,NA,NA,
2023-08,Umeå,3.59350825,NA,NA,
2023-08,Kalmar,1.87963882,NA,NA,
2023-08,Helsingborg,1.51439042,NA,NA,
2023-08,Jönköping,1.23919344,NA,NA,
2023-08,Västerås,1.21777697,NA,NA,
2023-09,Gävle,2.42047331,NA,NA,
2023-09,Göteborg,1.59029008,NA,NA,
2023-09,Helsingborg,2.05649879,NA,NA,
2023-09,Jönköping,1.47969429,NA,NA,
2023-09,Kalmar,1.97124965,NA,NA,
2023-09,Malmö,2.42583008,NA,NA,
2023-09,Stockholm-Käppala,1.61603127,NA,NA,
2023-09,Umeå,1.69454899,NA,NA,
2023-09,Uppsala,3.50997753,NA,NA,
2023-09,Västerås,0.7993717,NA,NA,
2023-09,Älvkarleby,1.08135946,NA,NA,
2023-09,Örebro,0.81660313,NA,NA,
2023-09,Östersund,2.0831957,NA,NA,
2023-09,Östhammar,2.16267338,NA,NA,
2023-10,Uppsala,3.26829732,NA,NA,
2023-10,Gävle,1.4465155,NA,NA,
2023-10,Stockholm-Käppala,2.24479279,NA,NA,
2023-10,Älvkarleby,1.80215445,NA,NA,
2023-10,Östhammar,1.59300119,NA,NA,
2023-10,Malmö,3.5593276,NA,NA,
2023-10,Örebro,1.57408275,NA,NA,
2023-10,Umeå,3.9947523,NA,NA,
2023-10,Kalmar,2.45965953,NA,NA,
2023-10,Helsingborg,3.98603006,NA,NA,
2023-10,Västerås,1.34830484,NA,NA,
2023-10,Östersund,2.06515572,NA,NA,
2023-10,Göteborg,2.39169943,NA,NA,
2023-10,Jönköping,4.85798104,NA,NA,
2023-11,Gävle,5.87927771,NA,NA,
2023-11,Göteborg,1.36121013,NA,NA,
2023-11,Helsingborg,4.09169663,NA,NA,
2023-11,Jönköping,3.2164243,NA,NA,
2023-11,Kalmar,3.0421779,NA,NA,
2023-11,Malmö,4.26999379,NA,NA,
2023-11,Stockholm-Käppala,2.87923337,NA,NA,
2023-11,Umeå,3.85044757,NA,NA,
2023-11,Uppsala,6.97118055,NA,NA,
2023-11,Västerås,2.23296474,NA,NA,
2023-11,Älvkarleby,4.83178238,NA,NA,
2023-11,Örebro,2.90187603,NA,NA,
2023-11,Östersund,3.5470456,NA,NA,
2023-11,Östhammar,1.18998375,NA,NA,
2023-12,Uppsala,4.84594488,NA,NA,
2023-12,Gävle,2.54498984,NA,NA,
2023-12,Stockholm-Käppala,3.4118096,NA,NA,
2023-12,Älvkarleby,5.9704409,NA,NA,
2023-12,Malmö,4.10187177,NA,NA,
2023-12,Örebro,2.14227427,NA,NA,
2023-12,Umeå,3.51673701,NA,NA,
2023-12,Kalmar,7.84298622,NA,NA,
2023-12,Helsingborg,3.97067166,NA,NA,
2023-12,Jönköping,6.90576502,NA,NA,
2023-12,Västerås,5.40385549,NA,NA,
2023-12,Östersund,3.98331088,NA,NA,
2023-12,Göteborg,4.92877618,NA,NA,
2023-12,Östhammar,5.01599147,NA,NA,
2023-13,Gävle,8.11911535,NA,NA,
2023-13,Göteborg,3.81523162,NA,NA,
2023-13,Jönköping,5.24282096,NA,NA,
2023-13,Kalmar,8.10084833,NA,NA,
2023-13,Malmö,2.83277439,NA,NA,
2023-13,Stockholm-Käppala,5.39982029,NA,NA,
2023-13,Umeå,3.036944,NA,NA,
2023-13,Uppsala,3.05011546,NA,NA,
2023-13,Västerås,1.74759139,NA,NA,
2023-13,Älvkarleby,6.27794866,NA,NA,
2023-13,Örebro,2.68015357,NA,NA,
2023-13,Östersund,3.08420254,NA,NA,
2023-13,Östhammar,1.99451343,NA,NA,
2023-14,Uppsala,4.68370599,NA,NA,
2023-14,Gävle,7.71854363,NA,NA,
2023-14,Stockholm-Käppala,5.25806508,NA,NA,
2023-14,Älvkarleby,5.12093776,NA,NA,
2023-14,Östhammar,2.10933293,NA,NA,
2023-14,Malmö,4.73604888,NA,NA,
2023-14,Örebro,3.33990494,NA,NA,
2023-14,Umeå,8.75926198,NA,NA,
2023-14,Kalmar,13.7976982,NA,NA,
2023-14,Helsingborg,3.77525541,NA,NA,
2023-14,Jönköping,8.13341518,NA,NA,
2023-14,Västerås,5.35686736,NA,NA,
2023-14,Östersund,7.92166406,NA,NA,
2023-14,Göteborg,6.15591344,NA,NA,
2023-15,Uppsala,6.62742343,NA,NA,
2023-15,Gävle,8.77512892,NA,NA,
2023-15,Stockholm-Käppala,8.0269534,NA,NA,
2023-15,Östhammar,7.15170136,NA,NA,
2023-15,Malmö,5.63421842,NA,NA,
2023-15,Örebro,7.2705628,NA,NA,
2023-15,Umeå,13.4049357,NA,NA,
2023-15,Kalmar,17.0491239,NA,NA,
2023-15,Jönköping,6.41541559,NA,NA,
2023-15,Västerås,5.17229997,NA,NA,
2023-15,Östersund,7.58338766,NA,NA,
2023-15,Göteborg,11.4297141,NA,NA,
2023-15,Helsingborg,2.81390535,NA,NA,
2023-16,Uppsala,4.32163738,NA,NA,
2023-16,Gävle,6.59990884,NA,NA,
2023-16,Stockholm-Käppala,3.67722582,NA,NA,
2023-16,Östhammar,4.17929748,NA,NA,
2023-16,Malmö,3.45550639,NA,NA,
2023-16,Örebro,3.61858036,NA,NA,
2023-16,Umeå,8.2906288,NA,NA,
2023-16,Kalmar,12.2713602,NA,NA,
2023-16,Helsingborg,2.84215912,NA,NA,
2023-16,Jönköping,4.82322067,NA,NA,
2023-16,Västerås,2.05379742,NA,NA,
2023-16,Östersund,4.76322036,NA,NA,
2023-16,Göteborg,3.49228139,NA,NA,
2023-17,Uppsala,4.52694839,NA,NA,
2023-17,Gävle,10.5342694,NA,NA,
2023-17,Stockholm-Käppala,4.52169854,NA,NA,
2023-17,Östhammar,15.0758369,NA,NA,
2023-17,Malmö,2.45949585,NA,NA,
2023-17,Örebro,1.60492699,NA,NA,
2023-17,Umeå,12.9814229,NA,NA,
2023-17,Kalmar,6.26197785,NA,NA,
2023-17,Jönköping,4.19824303,NA,NA,
2023-17,Västerås,2.73104052,NA,NA,
2023-17,Östersund,7.92514463,NA,NA,
2023-17,Göteborg,3.96299985,NA,NA,
2023-19,Uppsala,3.58095984,NA,NA,
2023-19,Gävle,3.93686012,NA,NA,
2023-19,Stockholm-Käppala,4.76733209,NA,NA,
2023-19,Östhammar,13.1877869,NA,NA,
2023-19,Malmö,2.98686164,NA,NA,
2023-19,Umeå,8.15831568,NA,NA,
2023-19,Kalmar,6.58233359,NA,NA,
2023-19,Helsingborg,3.17138789,NA,NA,
2023-19,Jönköping,3.74275899,NA,NA,
2023-19,Östersund,5.73681339,NA,NA,
2023-19,Göteborg,5.88784318,NA,NA,
2023-19,Örebro,3.50700973,NA,NA,
2023-19,Västerås,5.33491169,NA,NA,
2023-20,Uppsala,4.90437863,NA,NA,
2023-20,Gävle,3.51104682,NA,NA,
2023-20,Stockholm-Käppala,3.28163797,NA,NA,
2023-20,Östhammar,3.89164291,NA,NA,
2023-20,Malmö,2.60028792,NA,NA,
2023-20,Örebro,1.64714804,NA,NA,
2023-20,Umeå,4.51315102,NA,NA,
2023-20,Kalmar,4.08782123,NA,NA,
2023-20,Helsingborg,2.89406322,NA,NA,
2023-20,Jönköping,2.21987587,NA,NA,
2023-20,Västerås,2.52604534,NA,NA,
2023-20,Östersund,5.1032915,NA,NA,
2023-20,Göteborg,1.47977125,NA,NA,
2023-21,Uppsala,3.83716615,NA,NA,
2023-21,Gävle,2.49185244,NA,NA,
2023-21,Stockholm-Käppala,2.92745147,NA,NA,
2023-21,Östhammar,3.60924045,NA,NA,
2023-21,Malmö,3.28592237,NA,NA,
2023-21,Örebro,1.13105147,NA,NA,
2023-21,Umeå,12.3593775,NA,NA,
2023-21,Kalmar,2.77797508,NA,NA,
2023-21,Helsingborg,2.43399632,NA,NA,
2023-21,Jönköping,3.06765723,NA,NA,
2023-21,Västerås,2.6564896,NA,NA,
2023-21,Östersund,3.31540252,NA,NA,
2023-21,Göteborg,2.38476302,NA,NA,
2023-21,Luleå,3.26832225,NA,NA,
2023-21,Karlstad,3.98396591,NA,NA,
2023-22,Uppsala,5.57283477,NA,NA,
2023-22,Gävle,2.21123831,NA,NA,
2023-22,Stockholm-Käppala,3.37303834,NA,NA,
2023-22,Malmö,2.53347487,NA,NA,
2023-22,Örebro,1.47555161,NA,NA,
2023-22,Umeå,3.76868287,NA,NA,
2023-22,Kalmar,6.44473118,NA,NA,
2023-22,Helsingborg,3.73866402,NA,NA,
2023-22,Jönköping,3.29018118,NA,NA,
2023-22,Västerås,2.09199857,NA,NA,
2023-22,Göteborg,3.36073452,NA,NA,
2023-22,Stockholm-Grödinge,5.3139142,NA,NA,
2023-22,Linköping,2.63388051,NA,NA,
2023-22,Luleå,7.78403224,NA,NA,
2023-22,Östersund,14.08935,NA,NA,
2023-22,Östhammar,23.8048803,NA,NA,
2023-23,Stockholm-Käppala,3.18733289,NA,NA,
2023-23,Malmö,3.40453563,NA,NA,
2023-23,Umeå,7.02646684,NA,NA,
2023-23,Kalmar,1.61754653,NA,NA,
2023-23,Helsingborg,1.00007109,NA,NA,
2023-23,Västerås,1.87273886,NA,NA,
2023-23,Göteborg,1.46938071,NA,NA,
2023-23,Linköping,2.47967235,NA,NA,
2023-23,Karlstad,3.62315253,NA,NA,
2023-23,Stockholm-Grödinge,3.58401987,NA,NA,
2023-23,Uppsala,4.8538408,NA,NA,
2023-23,Gävle,5.25409448,NA,NA,
2023-23,Luleå,2.06499244,NA,NA,
2023-24,Gävle,2.95264159,NA,NA,
2023-24,Stockholm-Käppala,2.322978,NA,NA,
2023-24,Östhammar,1.3676307,NA,NA,
2023-24,Malmö,2.16306031,NA,NA,
2023-24,Örebro,1.6113079,NA,NA,
2023-24,Umeå,4.6133614,NA,NA,
2023-24,Kalmar,1.0310353,NA,NA,
2023-24,Helsingborg,2.34712325,NA,NA,
2023-24,Jönköping,4.53766379,NA,NA,
2023-24,Västerås,1.46572249,NA,NA,
2023-24,Östersund,11.8484807,NA,NA,
2023-24,Göteborg,1.77907892,NA,NA,
2023-24,Stockholm-Grödinge,2.55745195,NA,NA,
2023-24,Linköping,3.26298006,NA,NA,
2023-24,Karlstad,1.68121112,NA,NA,
2023-24,Luleå,5.03212799,NA,NA,
2023-24,Uppsala,4.16923704,NA,NA,
2023-25,Uppsala,2.7004105,NA,NA,
2023-25,Gävle,3.29930897,NA,NA,
2023-25,Stockholm-Käppala,2.11224682,NA,NA,
2023-25,Östhammar,0.67442768,NA,NA,
2023-25,Malmö,3.3316419,NA,NA,
2023-25,Örebro,2.41442797,NA,NA,
2023-25,Umeå,6.89147846,NA,NA,
2023-25,Linköping,3.98530709,NA,NA,
2023-25,Karlstad,3.62591658,NA,NA,
2023-25,Luleå,7.05217891,NA,NA,
2023-25,Stockholm-Bromma,3.44953176,NA,NA,
2023-25,Stockholm-Grödinge,0.91388967,NA,NA,
2023-25,Göteborg,2.0027457,NA,NA,
2023-26,Malmö,3.35947171,NA,NA,
2023-26,Umeå,10.9358916,NA,NA,
2023-26,Helsingborg,3.04526065,NA,NA,
2023-26,Jönköping,2.86012389,NA,NA,
2023-26,Göteborg,3.19292578,NA,NA,
2023-26,Karlstad,2.7081476,NA,NA,
2023-27,Uppsala,2.29717436,NA,NA,
2023-27,Gävle,4.41269229,NA,NA,
2023-27,Stockholm-Käppala,2.37013858,NA,NA,
2023-27,Östhammar,0.63376038,NA,NA,
2023-27,Malmö,2.02132533,NA,NA,
2023-27,Örebro,1.53808876,NA,NA,
2023-27,Umeå,1.79775195,NA,NA,
2023-27,Kalmar,2.02201016,NA,NA,
2023-27,Helsingborg,0.81002284,NA,NA,
2023-27,Jönköping,3.54662994,NA,NA,
2023-27,Västerås,0.95847407,NA,NA,
2023-27,Östersund,1.78498943,NA,NA,
2023-27,Göteborg,1.80166793,NA,NA,
2023-27,Stockholm-Grödinge,0.57386134,NA,NA,
2023-27,Linköping,1.26414917,NA,NA,
2023-27,Karlstad,1.10829316,NA,NA,
2023-27,Luleå,0.27037294,NA,NA,
2023-27,Stockholm-Henriksdal,2.17016692,NA,NA,
2023-27,Stockholm-Bromma,3.88957869,NA,NA,
2023-28,Uppsala,2.53207533,NA,NA,
2023-28,Gävle,0.69872765,NA,NA,
2023-28,Stockholm-Käppala,2.3094716,NA,NA,
2023-28,Östhammar,2.88326781,NA,NA,
2023-28,Malmö,1.52631324,NA,NA,
2023-28,Örebro,1.04404205,NA,NA,
2023-28,Umeå,2.18352105,NA,NA,
2023-28,Kalmar,1.07315287,NA,NA,
2023-28,Helsingborg,3.06361994,NA,NA,
2023-28,Jönköping,1.40070927,NA,NA,
2023-28,Västerås,0.92258044,NA,NA,
2023-28,Östersund,2.38620511,NA,NA,
2023-28,Göteborg,1.3176885,NA,NA,
2023-28,Stockholm-Grödinge,1.78357538,NA,NA,
2023-28,Linköping,3.94661403,NA,NA,
2023-28,Karlstad,0.93143474,NA,NA,
2023-28,Luleå,1.46433189,NA,NA,
2023-28,Stockholm-Henriksdal,1.85593265,NA,NA,
2023-28,Stockholm-Bromma,1.54143424,NA,NA,
2023-29,Uppsala,5.47368619,NA,NA,
2023-29,Gävle,0.75279974,NA,NA,
2023-29,Stockholm-Käppala,3.10652248,NA,NA,
2023-29,Östhammar,7.20286801,NA,NA,
2023-29,Malmö,1.84947484,NA,NA,
2023-29,Örebro,1.58265215,NA,NA,
2023-29,Umeå,4.01574736,NA,NA,
2023-29,Kalmar,2.97973152,NA,NA,
2023-29,Helsingborg,8.63990646,NA,NA,
2023-29,Jönköping,5.31402894,NA,NA,
2023-29,Västerås,1.44890188,NA,NA,
2023-29,Östersund,6.74423986,NA,NA,
2023-29,Göteborg,2.35231643,NA,NA,
2023-29,Stockholm-Grödinge,4.49801327,NA,NA,
2023-29,Linköping,5.22566884,NA,NA,
2023-29,Karlstad,3.86906022,NA,NA,
2023-29,Luleå,3.79332282,NA,NA,
2023-29,Stockholm-Henriksdal,1.74457627,NA,NA,
2023-29,Stockholm-Bromma,2.69171769,NA,NA,
2023-30,Uppsala,5.4456814,NA,NA,
2023-30,Gävle,3.54824284,NA,NA,
2023-30,Stockholm-Käppala,3.67791345,NA,NA,
2023-30,Östhammar,47.1526845,NA,NA,
2023-30,Malmö,3.95296432,NA,NA,
2023-30,Örebro,1.22770201,NA,NA,
2023-30,Umeå,1.73229086,NA,NA,
2023-30,Kalmar,2.1978237,NA,NA,
2023-30,Helsingborg,3.45158496,NA,NA,
2023-30,Västerås,2.29481856,NA,NA,
2023-30,Östersund,1.79130892,NA,NA,
2023-30,Göteborg,1.85928322,NA,NA,
2023-30,Stockholm-Grödinge,2.48447152,NA,NA,
2023-30,Linköping,2.58023767,NA,NA,
2023-30,Karlstad,5.03523445,NA,NA,
2023-30,Luleå,3.18532118,NA,NA,
2023-30,Stockholm-Henriksdal,2.13307586,NA,NA,
2023-30,Stockholm-Bromma,1.59098298,NA,NA,
